starId,lambdaEff,filter,referenceId,magAverage,magError,stdError,amplitudeEff
HD201601,410,21,97,5.2605,0.0016,0.0098,0.0000
HD201601,465,22,97,4.8557,0.0012,0.0075,0.0000
HD201601,550,23,97,4.7128,0.0007,0.0043,0.0000
HD203006,350,20,75,-0.7908,0.0006,0.0050,-0.0310
HD203006,410,21,75,-0.9545,0.0017,0.0080,-0.0150
HD203006,465,22,75,-0.7259,0.0005,0.0040,-0.0310
HD203006,550,23,75,-0.4424,0.0009,0.0060,-0.0170
HD203006,540,60,81,0.8131,0.0004,0.0020,-0.0050
HD203006,430,61,81,0.7999,0.0008,0.0040,-0.0090
HD203006,382,62,81,0.6546,0.0011,0.0060,-0.0110
HD203006,362,63,81,0.4360,0.0009,0.0040,-0.0120
HD203006,325,64,81,0.3333,0.0013,0.0050,-0.0120
HD204411,350,20,76,0.0268,0.0005,0.0044,0.0000
HD204411,410,21,76,-0.2967,0.0005,0.0038,0.0000
HD204411,465,22,76,-0.4046,0.0004,0.0031,0.0000
HD204411,550,23,76,-0.4637,0.0004,0.0035,0.0000
HD204411,350,20,82,0.0320,0.0003,0.0031,0.0000
HD204411,410,21,82,-0.2997,0.0003,0.0032,0.0000
HD204411,465,22,82,-0.4173,0.0002,0.0022,0.0000
HD204411,550,23,82,-0.4720,0.0002,0.0021,0.0000
HD204411,350,20,102,0.0315,0.0004,0.0040,0.0000
HD204411,410,21,102,-0.2976,0.0004,0.0039,0.0000
HD204411,465,22,102,-0.4121,0.0003,0.0034,0.0000
HD204411,550,23,102,-0.4676,0.0003,0.0034,0.0000
HD205087,350,20,16,-0.5896,0.0011,0.0069,0.0000
HD205087,410,21,16,-0.5124,0.0008,0.0048,0.0000
HD205087,465,22,16,-0.1442,0.0005,0.0033,0.0000
HD205087,550,23,16,0.2334,0.0006,0.0040,0.0000
HD205637,350,20,92,4.6748,0.0071,0.0860,0.0502
HD205637,410,21,92,4.4325,0.0036,0.0403,0.0291
HD205637,465,22,92,4.4248,0.0036,0.0406,0.0284
HD205637,550,23,92,4.5014,0.0036,0.0409,0.0403
HD205637,350,20,93,4.8001,0.0103,0.1114,0.0502
HD205637,410,21,93,4.4862,0.0067,0.0666,0.0291
HD205637,465,22,93,4.4788,0.0065,0.0645,0.0284
HD205637,550,23,93,4.5527,0.0061,0.0611,0.0403
HD205637,350,20,97,4.7134,0.0183,0.0976,0.0502
HD205637,410,21,97,4.4482,0.0098,0.0482,0.0291
HD205637,465,22,97,4.4445,0.0100,0.0491,0.0284
HD205637,550,23,97,4.5162,0.0100,0.0494,0.0403
HD210071,350,20,70,-0.9427,0.0004,0.0040,0.0670
HD210071,410,21,70,-0.3144,0.0004,0.0040,0.0480
HD210071,465,22,70,-0.2605,0.0004,0.0030,0.0470
HD210071,550,23,70,-0.1974,0.0003,0.0030,0.0350
HD210071,350,20,76,-0.9248,0.0006,0.0060,0.0670
HD210071,410,21,76,-0.3124,0.0004,0.0040,0.0480
HD210071,465,22,76,-0.2623,0.0006,0.0050,0.0470
HD210071,550,23,76,-0.1978,0.0005,0.0050,0.0350
HD215441,350,20,22.1,-0.5718,0.0008,0.0070,0.1880
HD215441,410,21,22.1,0.1828,0.0007,0.0060,0.1340
HD215441,465,22,22.1,0.3734,0.0006,0.0060,0.1450
HD215441,550,23,22.1,0.4642,0.0006,0.0050,0.1180
HD215441,360,40,22.2,8.7148,0.0024,0.0130,0.1870
HD215441,440,41,22.2,7.9152,0.0025,0.0140,0.1380
HD215441,550,42,22.2,8.8422,0.0035,0.0170,0.1180
HD215441,402,43,22.2,8.7502,0.0024,0.0130,0.1510
HD215441,448,44,22.2,9.4479,0.0026,0.0130,0.1480
HD215441,540,45,22.2,9.5526,0.0023,0.0120,0.1110
HD215441,581,46,22.2,9.9634,0.0024,0.0140,0.1280
HD215441,360,1,41,8.3468,0.0015,0.0080,0.1870
HD215441,440,2,41,8.8622,0.0010,0.0060,0.1380
HD215441,550,3,41,8.8371,0.0015,0.0070,0.1180
HD217833,350,20,82,-0.5312,0.0005,0.0050,0.1090
HD217833,410,21,82,-0.0754,0.0008,0.0070,0.0630
HD217833,465,22,82,-0.0224,0.0008,0.0060,0.0650
HD217833,550,23,82,0.0503,0.0008,0.0080,0.0520
HD219749,350,20,32,-0.7395,0.0006,0.0040,0.0570
HD219749,410,21,32,-0.2778,0.0006,0.0050,-0.0230
HD219749,465,22,32,-0.1220,0.0006,0.0040,0.0200
HD219749,550,23,32,-0.0282,0.0007,0.0040,0.0130
HD221394,350,20,19,0.7755,0.0003,0.0030,-0.0810
HD221394,410,21,19,0.5403,0.0003,0.0020,-0.0260
HD221394,465,22,19,0.4534,0.0002,0.0020,-0.0390
HD221394,550,23,19,0.4300,0.0002,0.0020,-0.0320
HD221760,350,20,92,6.2760,0.0012,0.0197,0.0040
HD221760,410,21,92,4.9752,0.0003,0.0072,0.0037
HD221760,465,22,92,4.7510,0.0006,0.0089,0.0037
HD221760,550,23,92,4.7121,0.0007,0.0106,0.0048
HD221760,350,20,93,6.2932,0.0017,0.0054,0.0040
HD221760,410,21,93,4.9898,0.0002,0.0006,0.0037
HD221760,465,22,93,4.7545,0.0013,0.0038,0.0037
HD221760,550,23,93,4.7186,0.0011,0.0032,0.0048
HD223358,350,20,86,-0.4546,0.0007,0.0048,-0.0203
HD223358,410,21,86,-0.3760,0.0007,0.0049,-0.0087
HD223358,465,22,86,-0.4156,0.0007,0.0051,-0.0077
HD223358,550,23,86,-0.4019,0.0007,0.0046,-0.0067
HD223640,350,20,16,-0.3447,0.0009,0.0065,0.0496
HD223640,410,21,16,-0.1107,0.0009,0.0057,0.0571
HD223640,465,22,16,-0.1078,0.0011,0.0070,0.0498
HD223640,550,23,16,-0.0585,0.0013,0.0085,0.0349
HD223640,350,20,33,-0.3485,0.0006,0.0068,0.0496
HD223640,410,21,33,-0.1149,0.0006,0.0060,0.0571
HD223640,465,22,33,-0.1124,0.0005,0.0054,0.0498
HD223640,550,23,33,-0.0648,0.0004,0.0045,0.0349
