referenceId,starId,author,bibcode,referenceStarIds
6,HD78316,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
58,HD78316,"Winzer, John Ernest","1974PhDT........61W","HD78661"
0,HD79158,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
32,HD79158,"Adelman, Saul J.","2000A&A...357..548A","HD79763"
0,HD81009,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
2,HD81009,"Wolff, S. C.","1975ApJ...202..127W","HD80447"
6,HD81009,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
27,HD81009,"Hensberge, H.; Deridder, G.; Doom, C.; et al.","1981A&AS...46..151H","HD80447"
37,HD81009,"Adelman, Saul J.","1997PASP..109....9A","HD80447"
46,HD81009,"Waelkens, C.","1985A&AS...61..127W",""
110,HD81009,"Adelman, Saul J.","2006PASP..118...77A","HD80447"
0,HD83368,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
38,HD83368,"Renson, P.; Manfroid, J.","1978A&AS...34..445R","HD82578,HD84552"
39,HD83368,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD82578"
48,HD83368,"Catalano, F. A.; Leone, F.","1994A&AS..108..595C","HD82578"
90,HD83368,"Breger, M.","1979IBVS.1659....1B",""
0,HD83625,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
39,HD83625,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD82856,84461"
0,HD86592,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
32,HD86592,"Adelman, Saul J.","2000A&A...357..548A","HD88182"
49,HD86592,"Babel, J.; North, P.","1997A&A...325..195B",""
120,HD86592,"Adelman, Saul J.","2008PASP..120..367A","HD88182"
0,HD89822,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD89822,"Winzer, John Ernest","1974PhDT........61W	HD93427",""
118,HD89822,"Adelman, Saul J.","1993A&A...269..411A","HD88983"
0,HD90044,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
30,HD90044,"Adelman, S. J.","1997A&AS..122..249A","HD90882"
50,HD90044,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1991A&AS...87..481M",""
51,HD90044,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1993A&AS..102...79S",""
121,HD90044,"Adelman, Saul J.","2008PASP..120..595A","HD90882"
0,HD90569,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
6,HD90569,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
52,HD90569,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.","1999A&AS..136..379A","HD89774"
58,HD90569,"Winzer, John Ernest","1974PhDT........61W","HD89774"
68,HD90569,"Burke, Edward W., Jr.; and co.","1970JRASC..64..353B","HD90123"
110,HD90569,"Adelman, Saul J.","2006PASP..118...77A","HD89774"
111,HD90569,"Pojmanski, G.","2002AcA....52..397P",""
0,HD92664,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
4,HD92664,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
6,HD92664,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
39,HD92664,"Heck, A.; Mathys, G.; Manfroid, J.","1987A&AS...70...33H","HD88981,90874"
0,HD93226,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
112,HD93226,"Adelman, Saul J.","2007PASP..119..980A","HD92245"
0,HD94660,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD94660,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
92,HD94660,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD94660,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD94660,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD96616,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
38,HD96616,"Renson, P.; Manfroid, J.","1978A&AS...34..445R","HD98176,HD95370"
53,HD96616,"Manfroid, J.; Renson, P.","1983A&AS...51..267M",""
0,HD96707,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
52,HD96707,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.","1999A&AS..136..379A","HD97138"
58,HD96707,"Winzer, John Ernest","1974PhDT........61W","HD93427"
120,HD96707,"Adelman, Saul J.","2008PASP..120..367A","HD97138"
0,HD98088,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD98088,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
48,HD98088,"Catalano, F. A.; Leone, F.","1994A&AS..108..595C","HD96620"
54.1,HD98088,"Maitzen, H. M.","1973A&AS...11..327M","HD97037"
54.2,HD98088,"Maitzen, H. M.","1973A&AS...11..327M","HD98853"
0,HD9996,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD9996,"Winzer, John Ernest","1974PhDT........61W","HD11031"
136,HD9996,"Rakosch, K. D.; Fiedler, W.","1978A&AS...31...83R","HD10072"
0,HD101391,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD101391,"Winzer, John Ernest","1974PhDT........61W","HD99859"
0,HD103192,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
92,HD103192,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD103192,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
56,HD110956,"Olsen, E. H.","1977IBVS.1367....1O",""
0,HD111133,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD111133,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
22,HD111133,"North, P.; Adelman, S. J.","1995A&AS..111...41N","HD109860"
95,HD111133,"Wolff, Sidney C.; Wolff, Richard J.","1972ApJ...176..433W","HD109860"
96,HD111133,"Buchholz, M.; Maitzen, H. M.","1979A&A....73..222B",""
113,HD111133,"Adelman, Saul J.; Sutton, Jason M.","2007PASP..119..733A","HD109860"
0,HD112185,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
24,HD112185,"Musielok, B.; Lange, D.; Schoenich, W.; and co.","1980AN....301...71M","HD106591"
124,HD112185,"Srivastava, R. K.","1989Ap&SS.154..333S","HD103287"
125,HD112185,"Provin, Sanford S.","1953ApJ...118..489P","HD106591"
0,HD114365,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
53,HD114365,"Manfroid, J.; Renson, P.","1983A&AS...51..267M",""
0,HD115708,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
2,HD115708,"Wolff, S. C.","1975ApJ...202..127W","HD114520"
17,HD115708,"Adelman, Saul J.","1999A&AS..134...53A","HD116233"
0,HD116458,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD116458,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD116458,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD116458,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD119213,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
24,HD119213,"Musielok, B.; Lange, D.; Schoenich, W.; et al.","1980AN....301...71M","HD120874"
55,HD119213,"Wolff, S. C.; Morrison, N. D.","1975PASP...87..231W","HD120874 "
57,HD119213,"Mikulasek, Z.; Harmanec, P.; et al.","1978BAICz..29...44M",""
58,HD119213,"Winzer, John Ernest","1974PhDT........61W","HD118214"
59,HD119213,"Pavlovski, K.","1979A&A....76..362P",""
60,HD119213,"Jetsu, L.; Kokko, M.; Tuominen, I.","1992A&A...265..547J",""
61,HD119213,"Pyper, D. M.; Adelman, S. J.","1985A&AS...59..369P",""
83,HD119213,"Burke, E. W., Jr.; Howard, J. T.","1972ApJ...178..491B","HD119992"
84,HD119213,"Mikulasek, Z.; Ziznovsky, J.","2001IBVS.5188....1M","HD120874"
0,HD120198,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
58,HD120198,"Winzer, John Ernest","1974PhDT........61W","HD121409"
62,HD120198,"Wade, G. A.; Hill, G. M.; et al.","1998A&A...335..973W","HD121409"
107,HD120198,"Burke, E. W., Jr.; Barr, T. H.","1981PASP...93..344","HD119024"
142,HD120198,"Dukes, Robert J., Jr.; Adelman, Saul J.","2018PASP..130d4202D","HD121409"
0,HD124224,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD124224,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
58,HD124224,"Winzer, John Ernest","1974PhDT........61W","HD122408"
61,HD124224,"Pyper, D. M.; Adelman, S. J.","1985A&AS...59..369P",""
131,HD124224,"Pyper, D. M.; Ryabchikova, T.; and co.","1998A&A...339..822P","HD"
132,HD124224,"Hardie, Robert","1958ApJ...127..620H",""
137.1,HD124224,"Mikulášek, Z.; Krtička, J; and co.","2011A&A...534L...5M",""
137.2,HD124224,"Mikulášek, Z.; Krtička, J; and co.","2011A&A...534L...5M","HD,HD"
137.3,HD124224,"Mikulášek, Z.; Krtička, J; and co.","2011A&A...534L...5M","HD"
137.4,HD124224,"Mikulášek, Z.; Krtička, J; and co.","2011A&A...534L...5M","HD"
139,HD124224,"Pyper, D.M.; Stevens, I.R.; Adelman, S.J.","2013MNRAS.431.2106P","HD122408"
0,HD124915,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
70,HD124915,"Adelman, Saul J.","2001A&A...368..225A","HD124850"
0,HD125248,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
6,HD125248,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
43,HD125248,"Wolff, S. C.; Wolff, R. J.","1971AJ.....76..422W","HD124683,HD127964"
61,HD125248,"Pyper, D. M.; Adelman, S. J.","1985A&AS...59..369P",""
63,HD125248,"Stibbs, D. W. N.","1950MNRAS.110..395S","HD124683"
64,HD125248,"Maitzen, H. M.; Rakosch, K. D.","1970A&A.....7...10M","HD124683"
66,HD125248,"Maitzen, H. M.; Moffat, A. F. J.","1972A&A....16..385M","HD124683"
67,HD125248,"Catalano, F. A.; Kroll, R.; Leone, F.","1992A&A...263..203C","HD124683"
0,HD125630,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
4,HD125630,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
53,HD125630,"Manfroid, J.; Renson, P.","1983A&AS...51..267M",""
0,HD125823,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD125823,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
26,HD125823,"Pedersen, H.; Thomsen, B.","1977A&AS...30...11P",""
0,HD126515,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
1,HD126515,"Catalano, F. A.; Leone, F.","1990A&AS...83..491C","HD127167,HD125489"
4,HD126515,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
22,HD126515,"North, P.; Adelman, S. J.","1995A&AS..111...41N","HD127167,HD125489"
113,HD126515,"Adelman, Saul J.; Sutton, Jason M.","2007PASP..119..733A","HD127167"
0,HD133029,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
45,HD133029,"Adelman, Saul J.","1998A&AS..128..245A","HD133962"
58,HD133029,"Winzer, John Ernest","1974PhDT........61W","HD133962"
108,HD133029,"Hill, G.; Hilditch, R.W.; Pfannenschmidt, F.L.","1976PDAO...15....1H","HD136729"
121,HD133029,"Adelman, Saul J.","2008PASP..120..595A","HD133962"
0,HD134214,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
20,HD134214,"Adelman, Saul J.","2000A&AS..146...13A","HD132230"
0,HD137909,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
61,HD137909,"Pyper, D. M.; Adelman, S. J.","1985A&AS...59..369P",""
68,HD137909,"Burke, Edward W., Jr.; et al.","1970JRASC..64..353B","HD136512"
69,HD137909,"Brodskaya, Ă„â€šĂ˘â‚¬ĹľÄ‚ËĂ˘â€šÂ¬ÄąË‡Ă„â€šĂ‹ÂÄ‚ËĂ˘â‚¬ĹˇĂ‚Â¬Ä‚â€šĂ‚Â°. S.","1970SvA....14..529B","HD140436"
0,HD140728,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
108,HD140728,"Hill, G.; Hilditch, R.W.; Pfannenschmidt, F.L.","1976PDAO...15....1H","HD136729"
115,HD140728,"Adelman, Saul J.; Woodrow, Stephanie L.","2007PASP..119.1256A","HD139493"
0,HD142070,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
70,HD142070,"Adelman, Saul J.","2001A&A...368..225A","HD141851"
0,HD142990,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD142990,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
26,HD142990,"Pedersen, H.; Thomsen, B.","1977A&AS...30...11P",""
97,HD142990,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD144667,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD144667,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD144667,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD144667,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD152308,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
52,HD152308,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.","1999A&AS..136..379A","HD151862"
58,HD152308,"Winzer, John Ernest","1974PhDT........61W","HD151862"
121,HD152308,"Adelman, Saul J.","2008PASP..120..595A","HD151862"
0,HD159376,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
92,HD159376,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD159376,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
0,HD164258,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
115,HD164258,"Adelman, Saul J.; Woodrow, Stephanie L.","2007PASP..119.1256A","HD163624"
0,HD164429,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
52,HD164429,"Adelman, S. J.; Rayle, K. E.; Pi, C.-L. M.","1999A&AS..136..379A","HD162132"
58,HD164429,"Winzer, John Ernest","1974PhDT........61W","HD165358"
107,HD164429,"Burke, E. W., Jr.; Barr, T. H.","1981PASP...93..344","HD162132"
0,HD168733,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
92,HD168733,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD168733,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
0,HD170973,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
33,HD170973,"Adelman, S. J.","1997A&AS..125...65A","HD169578"
58,HD170973,"Winzer, John Ernest","1974PhDT........61W","HD171802"
107,HD170973,"Burke, E. W., Jr.; Barr, T. H.","1981PASP...93..344","HD170200"
120,HD170973,"Adelman, Saul J.","2008PASP..120..367A","HD169578"
0,HD171247,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
70,HD171247,"Adelman, Saul J.","2001A&A...368..225A","HD171975"
0,HD171263,"ESA 1997, The Tycho Catalogues ESA, SP-1200","",""
142,HD171263,"Dukes, Robert J., Jr.; Adelman, Saul J.","2018PASP..130d4202D","HD173495"
0,HD171782,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
31,HD171782,"Adelman, Saul J.; Meadows, S. A.","2002A&A...390.1023A","HD170200"
0,HD177410,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
30,HD177410,"Adelman, S. J.","1997A&AS..122..249A","HD179933"
58,HD177410,"Winzer, John Ernest","1974PhDT........61W","HD179933"
0,HD179527,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD179527,"Winzer, John Ernest","1974PhDT........61W","HD180613"
102,HD179527,"Adelman, S. J.; Rice, R. H.","1999A&AS..136..111A","HD181119"
107,HD179527,"Burke, E. W., Jr.; Barr, T. H.","1981PASP...93..344","HD180613"
0,HD182180,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
111,HD182180,"Pojmanski, G.","2002AcA....52..397P",""
129.1,HD182180,"Mikulášek, Z.; Krtička, J. et al.","2010A&A...511L...7M","HD179520"
129.2,HD182180,"Mikulášek, Z.; Krtička, J. et al.","2010A&A...511L...7M","HD179520"
0,HD184905,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
24,HD184905,"Musielok, B.; Lange, D.; Schoenich, W.; et al.","1980AN....301...71M","HD184787"
68,HD184905,"Burke, Edward W., Jr.; et al.","1970JRASC..64..353B","HD184875"
74,HD184905,"Burke, E. W., Jr.; Thompson, S. K.","1987PASP...99..852B","HD184787"
75,HD184905,"Morrison, Nancy D.; Wolff, Sidney C.","1971PASP...83..474M","HD186307 "
76,HD184905,"Adelman, S. J.; Brown, B. H.; et al.","1994A&AS..106..333A","HD184875"
113,HD184905,"Adelman, Saul J.; Sutton, Jason M.","2007PASP..119..733A","HD184875"
0,HD185183,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
117,HD185183,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.","1977A&A....54..443H","HD190285"
0,HD187473,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
117,HD187473,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.","1977A&A....54..443H","HD187578"
119,HD187473,"Hensberge, H.; Sterken, C.; van der Linden, T.","1978A&AS...34...67H","HD187578"
0,HD187474,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD187474,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD187474,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD187474,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
0,HD188041,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
13,HD188041,"Sterken, C.; Manfroid, J.; Beele, D.; et al.","1995A&AS..113...31S",""
14,HD188041,"Manfroid, J.; Sterken, C.; Cunow, B.; et al.","1995A&AS..109..329M",""
24,HD188041,"Musielok, B.; Lange, D.; Schoenich, W.; et al.","1980AN....301...71M","HD189359"
50,HD188041,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1991A&AS...87..481M",""
51,HD188041,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1993A&AS..102...79S",""
77,HD188041,"van Genderen, A. M.","1971A&A....14...48V","HD189359"
78,HD188041,"Jones, Terry J.; Wolff, Sidney C.","1973PASP...85..760J",""
111,HD188041,"Pojmanski, G.","2002AcA....52..397P",""
112,HD188041,"Adelman, Saul J.","2007PASP..119..980A","HD189359"
0,HD189832,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD189832,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD189832,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
0,HD192913,"ESA 1997, The Tycho Catalogues ","1997ESASP1200.....P",""
3,HD192913,"Winzer, J. E.","1974AJ.....79..124W","HD191747"
16,HD192913,"Adelman, S. J.; Knox, J. R., Jr.","1994A&AS..103....1A","HD191747"
24.1,HD192913,"Musielok, B.; Lange, D.; Schoenich, W.; et al.","1980AN....301...71M","HD192518"
24.2,HD192913,"Musielok, B.; Lange, D.; Schoenich, W.; et al.","1980AN....301...71M","HD191747"
86,HD192913,"Adelman, S. J.; Young, K. J.","2005A&A...429..317A","HD191747"
0,HD192678,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
41,HD192678,"Stepien, K.","1968ApJ...154..945S",""
102,HD192678,"Adelman, S. J.; Rice, R. H.","1999A&AS..136..111A","HD194668"
109,HD192678,"Panov, K.","1978IBVS.1392....1P","HD192200"
110,HD192678,"Adelman, Saul J.","2006PASP..118...77A","HD194668"
0,HD193722,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD193722,"Winzer, John Ernest","1974PhDT........61W","HD192514"
79,HD193722,"Adelman, S. J.; Pi, C.-L. M.; Rayle, K. E.","1998A&AS..133..197A","HD192514"
120,HD193722,"Adelman, Saul J.","2008PASP..120..367A","HD192514"
0,HD196178,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD196178,"Winzer, John Ernest","1974PhDT........61W","HD194684"
0,HD197018,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
31,HD197018,"Adelman, Saul J.; Meadows, S. A.","2002A&A...390.1023A","HD197392"
0,HD200311,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
30,HD200311,"Adelman, S. J.","1997A&AS..122..249A","HD200030"
0,HD201601,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD201601,"Winzer, John Ernest","1974PhDT........61W","HD202275"
77,HD201601,"van Genderen, A. M.","1971A&A....14...48V","HD201616"
81,HD201601,"Deul, E. R.; van Genderen, A. M.","1983A&A...118..289D","HD201616"
92,HD201601,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD201601,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD201601,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
111,HD201601,"Pojmanski, G.","2002AcA....52..397P",""
122,HD201601,"Gruberbauer, M.; Saio, H.; Huber, D.; and co.","2008A&A...480..223G",""
0,HD203006,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
75,HD203006,"Morrison, Nancy D.; Wolff, Sidney C.","1971PASP...83..474M","HD201772"
81,HD203006,"Deul, E. R.; van Genderen, A. M.","1983A&A...118..289D","HD203585"
111,HD203006,"Pojmanski, G.","2002AcA....52..397P",""
0,HD204131,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD204131,"Winzer, John Ernest","1974PhDT........61W","HD205314"
112,HD204131,"Adelman, Saul J.","2007PASP..119..980A","HD205314"
0,HD204411,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD204411,"Winzer, John Ernest","1974PhDT........61W","HD205314"
76,HD204411,"Adelman, S. J.; Brown, B. H.; et al.","1994A&AS..106..333A","HD205314"
82,HD204411,"Adelman, S. J.","2003A&A...401..357A","HD205314"
102,HD204411,"Adelman, S. J.; Rice, R. H.","1999A&AS..136..111A","HD205314"
0,HD205087,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
16,HD205087,"Adelman, S. J.; Knox, J. R., Jr.","1994A&AS..103....1A","HD205420"
58,HD205087,"Winzer, John Ernest","1974PhDT........61W","HD205541"
111,HD205087,"Pojmanski, G.","2002AcA....52..397P",""
115,HD205087,"Adelman, Saul J.; Woodrow, Stephanie L.","2007PASP..119.1256A","HD205420"
0,HD205637,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
92,HD205637,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD205637,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
97,HD205637,"Manfroid, J.; Sterken, C.; et al.","1995yCat.2200....0M",""
105,HD205637,"Cuypers, J.; Balona, L. A.; Marang, F.","1989A&AS...81..151C",""
111,HD205637,"Pojmanski, G.","2002AcA....52..397P",""
0,HD206653,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
4,HD206653,"Vogt, N.; Faundez, A. M.","1979A&AS...36..477V",""
111,HD206653,"Pojmanski, G.","2002AcA....52..397P",""
117,HD206653,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.","1977A&A....54..443H","HD205348"
0,HD207188,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
111,HD207188,"Pojmanski, G.","2002AcA....52..397P",""
117,HD207188,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.","1977A&A....54..443H","HD205705"
130,HD207188,"Woźniak, P. R.; Vestrand, W. T.; and co.","2004AJ....127.2436W",""
0,HD210071,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
58,HD210071,"Winzer, John Ernest","1974PhDT........61W","HD209124"
70,HD210071,"Adelman, Saul J.","2001A&A...368..225A","HD209124"
76,HD210071,"Adelman, S. J.; Brown, B. H.; et al.","1994A&AS..106..333A","HD209124"
0,HD211838,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
86,HD211838,"Adelman, S. J.; Young, K. J.","2005A&A...429..317A","HD213320"
0,HD212432,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
111,HD212432,"Pojmanski, G.","2002AcA....52..397P",""
117,HD212432,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.","1977A&A....54..443H","HD210931"
119,HD212432,"Hensberge, H.; Sterken, C.; van der Linden, T.","1978A&AS...34...67H","HD210931"
130,HD212432,"Woźniak, P. R.; Vestrand, W. T.; and co.","2004AJ....127.2436W",""
0,HD215441,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
22,HD215441,"North, P.; Adelman, S. J.","1995A&AS..111...41N","HD215501"
41,HD215441,"Stepien, K.","1968ApJ...154..945S",""
130,HD215441,"Woźniak, P. R.; Vestrand, W. T.; and co.","2004AJ....127.2436W",""
142,HD215441,"Dukes, Robert J., Jr.; Adelman, Saul J.","2018PASP..130d4202D",""
0,HD216533,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
104,HD216533,"Wolff, Sidney C.; Morrison, Nancy D.","1973PASP...85..141W","HD8710,HD8862"
130,HD216533,"Woźniak, P. R.; Vestrand, W. T.; and co.","2004AJ....127.2436W",""
0,HD217833,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
82,HD217833,"Adelman, S. J.","2003A&A...401..357A","HD217348"
0,HD219749,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
32,HD219749,"Adelman, Saul J.","2000A&A...357..548A","HD219891"
0,HD220147,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
116,HD220147,"Adelman, Saul J.","2005PASP..117..476A","HD217348"
0,HD220885,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
116,HD220885,"Adelman, Saul J.","2005PASP..117..476A","HD222109"
0,HD220933,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
106,HD220933,"Hildebrandt, G.; Sch  neich, W.","1974AN....295..217H","HD220694"
111,HD220933,"Pojmanski, G.","2002AcA....52..397P",""
0,HD221394,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
19,HD221394,"Adelman, S. J.; Boyce, P. W.","1995A&AS..114..253A","HD220933"
58,HD221394,"Winzer, John Ernest","1974PhDT........61W","HD221605"
0,HD221760,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
6,HD221760,"Groote, D.; Kaufmann, J. P.","1983A&AS...53...91G",""
77,HD221760,"van Genderen, A. M.","1971A&A....14...48V","HD221736"
92,HD221760,"Manfroid, J.; Sterken, C.; Bruch, A.; et al.","1995yCat.2170....0M",""
93,HD221760,"Sterken, C.; Manfroid, J.; Anton, K.; et al.","1995yCat.2188....0S",""
111,HD221760,"Pojmanski, G.","2002AcA....52..397P",""
0,HD223358,"ESA 1997, The Tycho Catalogues","1997ESASP1200.....P",""
