referenceId,starId,author,bibcode,referenceStarIds
93,2531914,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,2351555,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,2323074,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,2323323,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,1427458,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,1272517,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
93,1150019,"Sterken, C.; Manfroid, J.; Anton, K.; et al.",1995yCat.2188....0S,
94,1246073,"Kurtz, D. W.; Marang, F.",1987MNRAS.228..141K,HD7259
94,1259863,"Kurtz, D. W.; Marang, F.",1987MNRAS.228..141K,HD7259
94,1260043,"Kurtz, D. W.; Marang, F.",1987MNRAS.228..141K,HD7259
95,1992754,"Wolff, Sidney C.; Wolff, Richard J.",1972ApJ...176..433W,HD109860
96,1992754,"Buchholz, M.; Maitzen, H. M.",1979A&A....73..222B,
97,1226565,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,722159,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,811516,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,1779210,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,3316721,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,2400277,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,2312837,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,2323074,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,1427458,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
97,1272517,"Manfroid, J.; Sterken, C.; et al.",1995yCat.2200....0M,
98,1226565,"Sterken, C.; Manfroid, J.; et al.",1996yCat.2202....0S,
100,3032676,"Jakate, Sh. M.",1979IBVS.1536....1J,HD74535
102,785381,"Adelman, S. J.; Rice, R. H.",1999A&AS..136..111A,HD33647
102,2844419,"Adelman, S. J.; Rice, R. H.",1999A&AS..136..111A,HD181119
102,216432,"Adelman, S. J.; Rice, R. H.",1999A&AS..136..111A,HD194668
102,63845,"Adelman, S. J.; Rice, R. H.",1999A&AS..136..111A,HD205314
103,827499,"Bartolini, C.; Bonifazi, A.; et al.",1982Ap&SS..83..287B,"HD37674,HD37393"
104,9205,"Wolff, Sidney C.; Morrison, Nancy D.",1973PASP...85..141W,"HD8710,HD8862"
104,240974,"Wolff, Sidney C.; Morrison, Nancy D.",1973PASP...85..141W,"HD8710,HD8862"
104,684210,"Wolff, Sidney C.; Morrison, Nancy D.",1973PASP...85..141W,"HD8710,HD8862"
104,123728,"Wolff, Sidney C.; Morrison, Nancy D.",1973PASP...85..141W,"HD8710,HD8862"
105,1272517,"Cuypers, J.; Balona, L. A.; Marang, F.",1989A&AS...81..151C,
106,1490374,"Hildebrandt, G.; Sch  neich, W.",1974AN....295..217H,HD220694
107,529163,"Burke, E. W., Jr.; Barr, T. H.",1981PASP...93..344,HD119024
107,322510,"Burke, E. W., Jr.; Barr, T. H.",1981PASP...93..344,HD162132
107,2671296,"Burke, E. W., Jr.; Barr, T. H.",1981PASP...93..344,HD170200
107,2844419,"Burke, E. W., Jr.; Barr, T. H.",1981PASP...93..344,HD180613
107,202582,"Burke, E. W., Jr.; Barr, T. H.",1981PASP...93..344,HD224893
108,515847,"Hill, G.; Hilditch, R.W.; Pfannenschmidt, F.L.",1976PDAO...15....1H,HD136729
108,455755,"Hill, G.; Hilditch, R.W.; Pfannenschmidt, F.L.",1976PDAO...15....1H,HD136729
109,216432,"Panov, K.",1978IBVS.1392....1P,HD192200
110,631113,"Adelman, Saul J.",2006PASP..118...77A,HD21050
110,1634860,"Adelman, Saul J.",2006PASP..118...77A,HD80447
110,1712363,"Adelman, Saul J.",2006PASP..118...77A,HD89774
110,216432,"Adelman, Saul J.",2006PASP..118...77A,HD194668
111,1493452,"Pojmanski, G.",2002AcA....52..397P,
111,630338,"Pojmanski, G.",2002AcA....52..397P,
111,666094,"Pojmanski, G.",2002AcA....52..397P,
111,698910,"Pojmanski, G.",2002AcA....52..397P,
111,707870,"Pojmanski, G.",2002AcA....52..397P,
111,827499,"Pojmanski, G.",2002AcA....52..397P,
111,871077,"Pojmanski, G.",2002AcA....52..397P,
111,1113054,"Pojmanski, G.",2002AcA....52..397P,
111,1712363,"Pojmanski, G.",2002AcA....52..397P,
111,2478638,"Pojmanski, G.",2002AcA....52..397P,
111,2630671,"Pojmanski, G.",2002AcA....52..397P,
111,1427458,"Pojmanski, G.",2002AcA....52..397P,
111,3486687,"Pojmanski, G.",2002AcA....52..397P,
111,1497887,"Pojmanski, G.",2002AcA....52..397P,
111,1272517,"Pojmanski, G.",2002AcA....52..397P,
111,3350860,"Pojmanski, G.",2002AcA....52..397P,
111,1282440,"Pojmanski, G.",2002AcA....52..397P,
111,1273922,"Pojmanski, G.",2002AcA....52..397P,
111,1490374,"Pojmanski, G.",2002AcA....52..397P,
111,1150019,"Pojmanski, G.",2002AcA....52..397P,
111,1295077,"Pojmanski, G.",2002AcA....52..397P,
112,48810,"Adelman, Saul J.",2007PASP..119..980A,HD16004
112,1758295,"Adelman, Saul J.",2007PASP..119..980A,HD92245
112,2630671,"Adelman, Saul J.",2007PASP..119..980A,HD189359
112,63839,"Adelman, Saul J.",2007PASP..119..980A,HD205314
113,306083,"Adelman, Saul J.; Sutton, Jason M.",2007PASP..119..733A,HD33541
113,1992754,"Adelman, Saul J.; Sutton, Jason M.",2007PASP..119..733A,HD109860
113,2256037,"Adelman, Saul J.; Sutton, Jason M.",2007PASP..119..733A,HD127167
113,194506,"Adelman, Saul J.; Sutton, Jason M.",2007PASP..119..733A,HD184875
114,928364,"Pilachowski, C.A.; Bonsack, W.K.; Wolff, S.C.",1974A&A....37..275P,
115,6373490,"Adelman, Saul J.; Woodrow, Stephanie L.",2007PASP..119.1256A,HD12573
115,1298708,"Adelman, Saul J.; Woodrow, Stephanie L.",2007PASP..119.1256A,HD15130
115,10680,"Adelman, Saul J.; Woodrow, Stephanie L.",2007PASP..119.1256A,HD16219
115,455755,"Adelman, Saul J.; Woodrow, Stephanie L.",2007PASP..119.1256A,HD139493
115,2654323,"Adelman, Saul J.; Woodrow, Stephanie L.",2007PASP..119.1256A,HD163624
115,1497887,"Adelman, Saul J.; Woodrow, Stephanie L.",2007PASP..119.1256A,HD205420
116,335750,"Adelman, Saul J.",2005PASP..117..476A,HD40626
116,953004,"Adelman, Saul J.",2005PASP..117..476A,HD57744
116,162655,"Adelman, Saul J.",2005PASP..117..476A,HD217348
116,1587583,"Adelman, Saul J.",2005PASP..117..476A,HD222109
117,1287453,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1977A&A....54..443H,HD4622
117,2396222,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1977A&A....54..443H,HD190285
117,2479223,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1977A&A....54..443H,HD187578
117,3350860,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1977A&A....54..443H,HD205348
117,1282440,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1977A&A....54..443H,HD205705
117,1273922,"Hensberge, H.; de Loore, C.; Zuiderwijk, E. J.",1977A&A....54..443H,HD210931
118,707901,"Adelman, Saul J.",1993A&A...269..411A,HD27176
118,463937,"Adelman, Saul J.",1993A&A...269..411A,HD88983
119,1287453,"Hensberge, H.; Sterken, C.; van der Linden, T.",1978A&AS...34...67H,HD4622
119,2479223,"Hensberge, H.; Sterken, C.; van der Linden, T.",1978A&AS...34...67H,HD187578
119,1273922,"Hensberge, H.; Sterken, C.; van der Linden, T.",1978A&AS...34...67H,HD210931
120,1679453,"Adelman, Saul J.",2008PASP..120..367A,HD88182
120,448360,"Adelman, Saul J.",2008PASP..120..367A,HD97138
120,2671296,"Adelman, Saul J.",2008PASP..120..367A,HD169578
120,115626,"Adelman, Saul J.",2008PASP..120..367A,HD192514
121,698910,"Adelman, Saul J.",2008PASP..120..595A,HD27176
121,1717685,"Adelman, Saul J.",2008PASP..120..595A,HD90882
121,515847,"Adelman, Saul J.",2008PASP..120..595A,HD133962
121,2729819,"Adelman, Saul J.",2008PASP..120..595A,HD151862
122,1427458,"Gruberbauer, M.; Saio, H.; Huber, D.; and co.",2008A&A...480..223G,
123.1,827499,"Mikulášek, Z.; Krtička, J.; Henry, G.W.; and co.",2008A&A...485..585M,HD37788
123.2,827499,"Mikulášek, Z.; Krtička, J.; Henry, G.W.; and co.",2008A&A...485..585M,HD36166
123.3,827499,"Mikulášek, Z.; Krtička, J.; Henry, G.W.; and co.",2008A&A...485..585M,HD36591
124,530581,"Srivastava, R. K.",1989Ap&SS.154..333S,HD103287
125,530581,"Provin, Sanford S.",1953ApJ...118..489P,HD106591
126,688319,"Rakos, Karl D.",1962LowOB...5..227R,HD25411
126,689655,"Rakos, Karl D.",1962LowOB...5..227R,HD25626
128,777950,"Johansen, K. T.",1970A&A.....4....1J,HD34334
129.1,2478638,"Mikulášek, Z.; Krtička, J. et al.",2010A&A...511L...7M,HD179520
129.2,2478638,"Mikulášek, Z.; Krtička, J. et al.",2010A&A...511L...7M,HD179520
130,1282440,"Woźniak, P. R.; Vestrand, W. T.; and co.",2004AJ....127.2436W,
130,1273922,"Woźniak, P. R.; Vestrand, W. T.; and co.",2004AJ....127.2436W,
130,101981,"Woźniak, P. R.; Vestrand, W. T.; and co.",2004AJ....127.2436W,
130,123728,"Woźniak, P. R.; Vestrand, W. T.; and co.",2004AJ....127.2436W,
131,2236380,"Pyper, D. M.; Ryabchikova, T.; and co.",1998A&A...339..822P,HD
132,2236380,"Hardie, Robert",1958ApJ...127..620H,
136,25243,"Rakosch, K. D.; Fiedler, W.",1978A&AS...31...83R,HD10072
137,777950,Žižňovský J.,Skalnaté Pleso,HD34578
137,827499,"Mikulášek, Z.; Krtička, J; and co.",2011A&A...534L...5M,HD37788
137.1,2236380,"Mikulášek, Z.; Krtička, J; and co.",2011A&A...534L...5M,
137.2,2236380,"Mikulášek, Z.; Krtička, J; and co.",2011A&A...534L...5M,"HD,HD"
137.3,2236380,"Mikulášek, Z.; Krtička, J; and co.",2011A&A...534L...5M,HD
137.4,2236380,"Mikulášek, Z.; Krtička, J; and co.",2011A&A...534L...5M,HD
139,2236380,"Pyper, D.M.; Stevens, I.R.; Adelman, S.J.",2013MNRAS.431.2106P,HD122408
140,2994943,"Krtička, J.; Janík, J.; Marková, H.; and co.",2013A&A...556A..18K,
142,132281,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD5408
142,257278,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD26553
142,707870,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD27176
142,925898,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD47964
142,1113054,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD72359
142,529163,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD121409
142,2686623,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,HD173495
142,101981,"Dukes, Robert J., Jr.; Adelman, Saul J.",2018PASP..130d4202D,
